Regla(c, k, u, y, c, b, d, u, z, w, a, i, m, i, y, i, h, s, x, t, t, p, b, k, a, f, r, o, n, d, s, c, d, g, n, k, s, l, r, y, t, g, f, d, t, k, l, w, l, j, q, v, y, q, b, n, z, r, a, u, w, q, h, k, f, h, t, d, i, d, t, g, g, s, b, v, h, a, n, u, q, u, x, o, j, y, i, c, p, l, g, l, s, u, c, k, u, b, s, e, a, h, r, i, d, x, d, g, a, v, b, z, e, q, b, i, m, h, s, m, c, b, k, j, g, g, t, c, m, o, x, d, u, b, v, d, v, w, s, g, x, j, v, c, p, w, x, h, i, z, j, e, j, z, o, w, r, a, s, f, v, x, x, q, h, a, a, w, w, e, y, d, w, l, m, z, s, g, e, c, m, k, w, s, x, c, r, p, t, t, n, b, b, l, i, d, n, a, p, w, w, s, g, d, x, e, n, k, n, h, s, s, s, n, j, n, a, t, w, p, m, t, s, x, p, m, d, b, z, z, n, h, i, h, w, t, j, c, n, n, l, m, f, n, k, l, q, p, t, w, v, n, g, r, i, t, i, p, a, m, n, z, w, g, l, f, x, e, x, o, m, d, u, p, c, g, i, t, i, q, b, n, o, m, q, u, e, z, s, i, l, w, s, j, v, z, m, x, f, i)
Regla(o, a, n, b, f, w, m, g, c, q, s, a, b, m, u, b, b, a, n, h, u, j, f, d, a, i, k, s, n, j, l, e, b, n, r, h, r, g, s, n, d, b, l, o, e, o, j, q, r, n, h, t, k, o, m, p, a, p, o, i, h, r, c, p, f, e, t, b, j, n, l, e, d, l, t, j, d, l, n, d, k, b, l, l, q, c, i, b, i, g, i, u, u, r, b, f, a, l, i, a, p, o, o, i, j, e, k, m, c, s, s, q, e, o, a, b, s, b, m, c, j, l, m, h, n, g, u, t, k, f, v, d, h, h, a, s, c, m, d, d, t, p, d, e, c, d, c, t, b, g, b, o, u, c, j, n, m, k, o, g, n, p, n, p, q, o, a, b, h, h, m, v, q, b, o, d, e, d, t, m, r, u, j, r, b, a, j, l, v, r, d, k, i, k, n, e, f, i, m, c, i, a, h, c, m, d, r, p, l, t, o, t, r, d, c, p, g, b, b, p, l, a, q, h, f, t, f, l, c, s, r, a, b, m, t, f, p, q, m, o, f, p, g, m, m, i, j, g, t, m, i, g, d, o, o, e, n, i, g, i, r, i, s, e, j, r, n, o, h, j, q, q, o, n, r, f, c, c, l, f, r, i, h, u, a, b, a, o, e, a, t, t, s, m, g, l, f, e, a, q)
Regla(o, a, n, b, f, w, m, g, c, q, s, a, b, d, u, b, b, a, n, h, u, j, f, d, a, i, k, s, n, j, l, e, b, n, r, h, r, g, s, n, d, b, l, o, e, o, j, q, r, n, h, t, k, o, m, p, a, p, o, i, h, m, c, p, f, e, t, b, j, n, l, e, d, l, t, j, d, l, n, d, k, b, l, l, q, c, i, b, i, g, i, u, u, r, b, f, a, l, i, a, p, o, o, i, j, e, c, m, c, s, s, q, e, o, a, b, s, b, m, c, j, l, m, h, n, j, u, t, k, f, v, d, h, h, a, s, c, m, d, d, t, p, d, e, c, d, c, t, b, g, b, o, u, c, j, n, m, s, o, g, n, p, n, p, q, o, a, b, h, h, m, v, q, b, o, d, e, d, d, m, r, u, j, r, b, a, j, l, v, r, d, k, i, k, n, e, f, i, m, h, i, u, h, c, m, d, r, p, l, t, o, t, r, d, c, p, g, b, b, p, l, a, q, h, f, p, f, l, c, s, r, a, b, m, t, f, p, q, m, o, f, p, g, m, m, i, j, g, t, m, i, g, d, o, o, e, n, i, g, i, r, i, s, e, j, r, n, o, h, j, q, q, o, n, r, f, c, c, l, f, r, i, h, u, a, b, a, o, e, a, t, t, s, m, g, l, f, e, a, q)
Regla(o, a, m, b, f, w, m, g, c, q, s, a, l, d, u, b, b, a, n, h, u, j, f, d, a, i, k, s, n, j, l, e, b, n, r, h, r, g, s, n, d, b, l, o, e, o, j, c, r, n, h, i, k, o, m, p, a, p, o, i, h, m, c, p, f, e, t, b, j, n, l, e, d, l, t, j, d, l, n, d, k, r, l, l, q, c, i, b, i, g, i, u, u, m, b, f, a, l, i, a, p, o, o, i, j, e, c, m, c, s, s, q, e, o, a, b, s, b, m, c, j, l, m, h, n, j, u, t, k, f, v, d, h, h, a, s, c, m, d, d, t, p, s, e, c, d, c, t, b, g, b, o, u, c, j, n, m, s, o, g, n, p, e, p, q, o, a, b, h, h, m, v, q, b, o, d, e, d, d, m, r, u, j, r, b, a, j, l, v, r, d, k, i, k, k, e, f, i, m, h, i, u, h, c, m, d, r, p, l, t, o, t, r, d, c, p, g, b, b, p, l, a, q, h, f, p, f, l, c, s, r, a, b, m, t, f, p, q, m, o, f, p, g, m, m, i, j, g, t, m, i, g, d, o, o, e, n, i, g, i, r, i, s, e, j, r, n, o, h, j, q, q, o, n, r, f, c, c, l, f, r, i, h, u, a, b, a, o, e, a, t, t, s, m, g, l, f, e, a, q)
Regla(o, a, m, b, f, w, m, g, c, q, s, a, l, d, u, b, b, a, n, h, u, j, f, d, a, i, k, s, t, j, l, e, b, n, r, h, r, g, s, n, d, b, l, o, e, o, j, c, r, n, h, i, k, o, e, p, a, p, o, i, h, m, c, p, f, e, m, b, j, n, f, e, d, l, t, j, d, l, n, d, k, r, l, l, q, c, i, b, i, n, i, u, u, m, b, f, a, l, i, a, p, o, o, i, j, e, c, m, c, s, s, r, e, o, f, b, s, a, m, c, j, l, m, h, n, j, u, t, k, f, v, d, h, h, a, s, c, m, d, d, t, p, s, e, c, d, c, t, b, g, b, o, u, c, j, n, m, s, o, g, n, p, e, p, q, o, a, b, h, h, m, v, q, b, o, d, e, d, d, m, r, d, j, r, b, a, j, l, v, r, d, k, i, k, k, e, f, i, m, h, i, u, h, c, m, d, r, p, l, t, h, t, r, d, c, p, g, b, b, p, l, a, q, h, f, p, f, l, c, s, r, a, b, m, t, f, p, q, m, o, f, p, g, m, m, i, j, g, t, m, i, g, d, o, o, e, n, i, g, i, r, i, s, e, j, r, n, o, h, j, q, q, o, n, r, f, c, c, l, f, r, i, h, u, a, b, a, o, e, a, t, t, s, m, g, l, f, e, a, q)
Regla(o, a, m, b, f, w, m, g, c, q, s, a, l, d, u, b, b, a, b, h, u, j, f, d, a, i, k, s, t, j, l, a, b, n, r, h, r, g, s, n, d, b, l, o, e, o, j, c, r, n, h, i, k, o, e, p, a, p, o, i, c, m, c, p, f, e, m, b, j, n, f, e, d, l, t, j, d, l, n, d, k, r, l, l, q, c, i, b, r, n, i, u, u, m, b, f, a, l, i, a, p, o, o, i, j, e, c, m, c, d, s, r, e, o, f, b, s, a, m, c, j, l, m, h, n, j, u, t, k, f, v, d, h, h, a, s, c, m, d, d, t, p, s, u, c, d, c, t, b, g, b, o, u, c, j, n, m, s, o, q, n, p, e, p, n, o, a, b, h, h, m, v, q, b, o, d, e, d, d, m, r, d, j, r, b, a, j, l, v, r, d, k, i, k, k, e, f, i, m, h, i, u, h, b, m, d, r, p, l, t, h, t, r, d, c, p, g, b, b, p, l, a, j, h, f, p, f, p, c, s, r, a, b, m, t, f, p, q, m, o, f, p, g, m, m, i, j, g, t, m, i, g, d, o, o, e, n, i, g, i, r, i, s, e, j, r, n, o, h, j, q, q, o, n, r, f, c, c, l, f, r, i, h, u, a, b, a, o, e, a, t, t, s, m, g, l, f, e, a, q)
Regla(o, a, m, b, f, w, m, g, c, q, s, a, l, d, u, b, b, a, b, h, u, j, f, d, a, i, k, s, t, j, l, a, b, n, r, h, r, g, s, n, d, b, l, o, e, o, j, c, r, n, h, i, k, o, e, p, a, p, o, i, c, m, c, p, f, e, m, b, j, n, f, e, d, l, t, j, d, l, n, m, k, r, t, l, q, c, i, b, r, n, i, u, u, m, n, f, a, l, i, a, p, o, o, i, j, e, c, m, c, d, s, r, e, o, f, b, s, a, m, c, j, l, m, h, n, j, u, t, k, f, t, d, h, h, a, s, c, m, d, d, t, p, s, u, c, d, c, t, b, g, b, o, u, c, j, n, m, s, o, q, n, p, q, p, n, o, a, b, h, h, m, v, q, b, o, d, e, d, d, m, r, d, j, r, b, a, j, l, v, r, d, k, i, k, k, e, f, i, m, h, i, u, h, b, m, d, r, p, l, t, h, t, r, d, c, p, g, b, b, p, l, a, j, h, f, p, f, p, c, s, r, a, b, m, t, f, p, q, m, o, f, p, g, m, h, i, n, g, t, m, i, g, d, o, o, e, n, i, g, i, r, i, s, e, j, t, n, o, h, m, q, q, o, n, r, f, c, c, l, f, r, r, h, u, a, b, a, o, e, a, t, t, s, m, n, l, f, e, a, q)
Regla(o, a, m, b, f, w, m, g, c, q, s, a, l, d, u, b, b, a, b, h, u, j, f, d, a, i, k, s, a, j, l, a, b, n, r, h, r, g, s, n, d, b, l, d, e, o, j, c, r, n, h, i, k, o, e, p, a, p, o, i, c, m, c, p, f, e, m, b, j, n, f, e, d, l, t, j, d, l, n, m, k, r, t, l, q, r, i, b, r, n, i, u, u, m, n, f, a, l, i, a, p, o, o, i, j, e, c, m, c, d, s, r, e, o, f, b, s, a, m, c, j, l, m, h, a, j, u, t, m, f, t, d, h, h, a, s, c, m, d, d, t, p, s, u, c, d, c, t, b, g, b, o, u, c, j, n, m, s, o, q, n, p, q, p, n, o, a, b, h, h, m, v, q, b, o, d, e, d, d, k, r, d, j, r, b, a, j, l, v, r, d, k, i, k, k, e, f, i, m, h, i, u, h, b, m, d, r, p, l, t, h, t, r, d, c, p, g, b, b, p, l, a, j, h, f, p, f, p, c, s, r, a, b, m, t, f, p, q, m, o, a, p, g, m, h, i, n, g, t, m, i, g, d, o, c, e, n, i, g, i, r, i, s, s, j, t, n, o, h, a, q, q, o, n, r, f, c, s, l, f, r, r, h, u, a, b, a, o, e, a, t, t, s, m, n, l, f, e, a, q)
Regla(o, a, m, b, f, w, m, g, c, q, s, a, l, d, u, b, b, a, b, h, u, j, f, d, a, i, k, s, a, f, l, a, b, n, r, h, r, g, s, n, d, b, l, d, e, o, j, c, r, n, h, i, k, o, e, p, a, p, o, i, c, m, c, p, f, e, m, b, j, n, f, e, d, l, t, j, d, l, n, m, k, r, t, l, q, r, i, b, r, n, i, u, u, m, n, f, k, l, i, a, p, o, o, i, j, e, c, m, c, d, a, r, e, o, f, b, s, a, m, l, j, l, m, h, a, j, h, t, m, f, t, d, h, h, a, s, c, m, d, d, t, p, s, u, c, d, c, t, b, g, b, o, u, c, j, n, m, s, o, q, n, p, q, p, n, o, a, b, h, h, m, v, q, b, o, d, e, d, d, k, r, d, j, r, b, a, j, l, v, r, d, k, i, k, k, e, f, i, m, h, i, u, h, b, m, d, r, p, l, t, h, t, r, d, c, p, g, b, b, p, l, a, j, h, f, p, f, p, c, s, r, a, b, m, t, f, p, q, o, o, a, p, g, m, h, i, n, g, t, m, i, g, d, o, c, e, n, m, g, i, r, i, s, s, j, t, n, o, h, a, q, q, o, n, r, l, c, s, l, f, r, r, h, u, a, b, a, o, e, a, t, t, s, m, n, l, f, e, a, q)
Regla(o, a, m, b, f, w, m, g, c, q, s, a, l, d, u, b, b, a, b, h, u, j, f, d, a, i, k, s, a, f, l, a, b, n, r, h, r, g, s, n, d, b, l, d, e, o, j, c, r, n, h, i, k, o, e, p, a, p, i, i, b, m, c, p, f, e, m, b, j, n, f, e, d, l, t, j, d, l, n, m, k, r, t, l, q, r, i, b, r, n, i, u, u, m, n, f, k, l, i, a, p, o, o, i, j, e, c, m, c, d, a, r, e, o, f, b, s, a, m, l, j, l, m, h, a, j, h, t, m, f, t, d, h, h, a, s, c, m, d, d, t, p, s, u, c, q, c, t, b, g, q, o, u, c, j, n, m, s, o, q, n, p, q, p, n, o, a, b, h, h, m, v, q, b, o, d, e, d, d, k, r, d, j, r, b, a, j, l, v, r, d, k, i, k, k, e, f, i, m, h, i, u, h, b, m, d, r, p, l, t, h, t, r, d, c, p, g, b, l, p, l, a, j, h, f, p, f, p, c, s, r, a, b, m, t, f, p, q, o, o, a, p, g, m, h, i, n, g, t, m, i, g, d, r, c, e, n, m, g, i, r, i, f, s, j, t, n, o, h, a, q, q, o, n, r, l, c, s, l, f, r, r, h, u, a, b, a, o, e, a, t, t, s, m, n, l, f, e, a, q)
Regla(o, a, m, b, f, w, m, g, c, q, s, a, l, d, d, b, b, a, b, h, u, j, f, d, a, i, k, s, a, f, l, a, b, n, r, h, r, g, s, n, d, b, l, d, e, o, j, c, r, n, h, i, k, o, e, p, a, p, i, i, b, m, c, p, f, e, m, b, q, n, f, e, d, l, t, j, d, l, n, m, k, r, t, l, q, r, i, b, r, n, i, u, u, m, n, f, k, l, i, a, p, i, o, i, j, e, c, m, c, d, a, r, e, o, f, b, s, a, m, l, j, l, m, h, a, j, h, t, m, f, t, d, h, h, a, s, c, m, s, d, t, p, s, u, c, q, c, t, b, g, q, o, u, c, j, n, m, s, o, q, n, p, q, p, n, o, a, b, h, h, m, v, q, b, o, d, e, d, d, k, r, d, j, r, b, a, j, l, v, r, d, k, i, k, k, e, f, i, j, h, i, u, h, b, m, d, c, p, l, t, h, t, r, d, c, p, g, b, l, p, l, a, j, h, f, p, f, p, c, s, r, a, b, m, t, f, i, q, b, o, a, p, g, m, h, i, n, g, t, m, i, g, d, r, c, e, n, m, g, i, r, i, f, s, j, t, n, o, h, a, q, q, o, n, r, l, c, s, l, f, r, r, h, u, a, b, a, o, e, a, t, t, s, m, n, l, f, e, a, q)
Regla(o, a, m, b, f, w, m, g, c, q, s, a, i, d, d, h, b, a, b, h, u, j, i, d, a, i, k, s, a, f, l, j, p, n, r, a, r, q, s, n, d, b, l, d, e, o, j, c, r, n, h, i, k, o, m, p, a, p, i, i, b, m, j, p, f, e, m, b, q, n, f, e, d, l, t, j, d, l, n, m, k, r, t, l, q, r, i, b, s, n, i, u, u, m, n, f, k, l, i, a, p, i, o, i, j, e, c, m, c, d, a, r, e, o, f, b, s, a, m, l, j, l, m, h, a, j, h, i, m, f, t, d, h, h, a, s, c, m, s, d, t, p, s, u, c, q, c, t, b, g, q, o, u, c, j, n, m, s, o, q, n, p, q, p, n, o, a, b, h, h, m, v, q, b, e, d, e, d, d, k, r, d, j, r, b, a, j, l, v, r, d, s, i, k, k, e, f, i, j, h, i, u, h, b, m, d, c, p, l, t, h, t, r, d, c, p, g, b, l, p, l, a, j, h, f, p, f, p, c, s, r, a, b, m, t, f, i, q, b, o, a, p, g, m, h, i, n, g, t, m, i, g, d, r, c, e, n, m, g, i, r, i, f, s, j, t, n, o, h, a, q, q, o, n, r, l, c, s, l, f, r, r, h, u, a, b, a, o, e, a, t, d, s, m, n, l, f, e, g, q)
Regla(o, a, m, b, f, w, m, g, c, q, s, a, i, d, d, h, b, a, b, h, u, j, i, d, a, i, k, s, a, f, l, j, q, n, r, a, r, q, s, n, d, b, l, d, e, o, j, c, r, d, h, i, k, o, m, p, a, p, i, i, b, h, j, p, f, e, m, b, q, n, f, e, d, l, t, j, d, l, n, m, k, r, t, l, q, r, i, b, s, n, i, u, u, m, n, f, k, l, i, a, p, i, o, i, j, e, c, m, c, d, a, r, e, o, f, b, s, a, k, l, j, l, m, h, a, j, h, i, m, f, t, d, h, h, a, s, c, m, s, d, n, p, s, u, c, q, c, t, l, g, q, o, m, p, j, n, m, s, o, q, n, p, q, p, n, p, a, b, h, h, m, v, q, b, e, d, e, d, d, k, r, d, j, r, b, a, j, l, v, r, d, s, i, k, d, e, f, p, j, h, i, u, h, b, m, d, c, p, l, t, h, t, r, o, c, p, g, b, l, p, l, a, j, h, f, p, f, p, c, s, r, a, b, d, t, f, i, q, b, o, a, p, g, m, h, i, n, g, t, m, i, g, d, r, c, e, n, m, g, i, r, i, f, s, j, t, n, o, h, a, q, q, o, n, r, l, c, s, l, f, r, r, h, u, a, b, a, o, e, a, t, d, s, m, n, l, f, e, g, a)
Regla(o, a, m, b, f, w, m, g, s, q, s, r, i, d, d, h, b, a, b, h, u, j, i, d, a, i, k, i, a, f, l, j, q, n, r, a, r, q, s, n, d, b, l, d, e, o, j, c, r, d, h, i, k, o, m, p, a, p, i, i, b, h, j, p, f, e, m, b, p, n, f, e, d, l, t, j, d, l, n, m, e, r, t, l, q, r, i, b, s, n, i, u, u, m, n, f, k, l, i, a, p, i, o, i, j, e, c, m, c, d, a, r, e, o, f, b, s, a, k, l, j, s, m, h, a, j, h, i, m, f, t, d, h, h, a, s, c, m, s, d, n, p, s, u, f, q, c, t, l, g, q, o, m, p, j, n, m, s, o, q, n, p, q, p, n, p, a, b, h, h, m, v, q, b, e, d, e, d, d, k, r, d, b, r, b, a, j, l, f, r, d, s, i, k, d, e, f, p, j, h, i, u, h, b, m, d, c, p, l, t, h, t, o, o, c, p, g, b, l, p, l, a, j, h, f, p, f, p, c, s, r, a, b, d, t, f, i, q, b, o, a, p, g, m, h, i, n, g, t, m, i, g, d, r, c, e, n, m, g, i, r, i, f, s, j, t, n, o, h, a, q, q, o, n, r, l, c, s, l, f, r, r, h, u, a, b, a, o, e, a, t, d, s, m, n, l, f, e, g, a)
Regla(o, n, m, b, f, w, m, g, s, d, s, r, i, d, d, h, b, a, b, h, u, j, i, d, a, i, k, i, a, f, l, j, q, n, r, a, r, q, s, n, d, b, l, d, e, o, j, c, r, d, h, i, k, o, m, p, a, p, i, i, b, h, j, p, f, n, m, b, p, n, f, e, d, l, t, j, d, l, n, m, e, r, t, l, q, r, i, b, s, n, i, u, u, m, n, f, k, l, i, a, p, i, o, i, j, e, c, m, c, d, a, r, e, o, f, b, s, a, k, l, j, s, m, l, a, j, h, i, m, f, t, d, h, h, a, s, c, m, s, d, n, p, s, u, f, q, c, t, l, g, q, o, m, p, j, n, m, s, o, g, n, g, q, p, n, p, a, b, h, h, h, v, q, b, e, d, f, b, d, k, r, d, b, r, b, a, j, l, f, r, d, s, i, k, d, e, f, p, j, h, i, u, h, b, m, d, c, p, l, t, h, t, o, o, c, p, g, b, l, p, l, a, j, h, f, p, f, p, c, s, r, a, b, d, t, f, i, q, b, o, a, p, g, m, h, i, n, g, t, m, i, g, t, r, c, e, n, m, g, i, r, i, f, s, j, t, n, o, h, a, q, q, o, n, r, l, c, s, l, f, r, r, h, u, a, b, a, o, e, a, t, d, s, m, n, l, f, e, g, a)
Regla(o, n, m, b, f, w, m, g, s, d, s, r, i, d, d, h, b, a, b, h, u, j, i, d, a, i, k, i, a, f, l, m, q, n, r, a, r, q, s, n, d, b, l, d, e, o, j, c, r, d, h, i, k, o, m, p, a, p, i, i, b, h, j, p, f, n, m, b, p, n, f, e, p, l, t, j, d, l, n, m, e, r, t, l, q, r, i, b, s, n, i, u, a, m, n, f, k, l, i, a, p, i, o, i, d, e, c, m, c, d, a, r, e, o, f, b, s, a, k, l, j, s, n, l, a, j, h, i, m, i, t, d, h, h, a, s, c, m, s, d, n, p, s, u, f, q, c, t, l, g, q, o, m, p, j, n, m, s, o, g, n, g, q, p, n, p, a, b, h, h, h, v, q, b, e, d, f, b, d, k, r, d, b, r, b, a, j, l, f, c, d, s, i, k, d, e, f, p, j, h, i, u, h, b, m, d, c, p, l, f, h, t, o, o, c, p, g, g, l, p, l, a, j, h, f, p, f, p, c, s, a, a, b, d, t, f, i, q, b, o, a, p, g, m, h, i, n, g, t, m, i, g, t, r, c, e, n, m, g, i, r, i, f, s, j, t, n, o, h, a, q, q, o, n, j, l, c, s, l, f, r, b, h, u, a, b, a, o, e, p, t, d, s, m, n, l, f, e, g, a)
Regla(o, n, m, b, f, w, m, g, s, d, s, r, i, d, d, h, b, i, b, k, u, j, i, d, a, d, k, i, a, f, l, m, q, n, r, a, r, q, s, n, d, b, l, d, e, o, j, c, r, d, h, i, k, o, m, p, a, p, i, i, b, h, j, p, f, n, m, b, p, n, f, e, p, l, t, j, d, l, n, m, e, r, t, l, q, r, i, i, s, n, i, u, a, m, n, f, k, l, i, a, p, i, o, i, d, e, c, m, c, d, a, r, e, o, f, b, s, a, k, l, j, s, n, l, a, j, h, i, m, i, t, d, h, h, a, s, c, m, s, d, n, p, s, u, f, q, l, t, l, g, q, a, m, p, j, n, m, s, o, g, n, g, q, p, n, p, a, b, h, h, h, v, l, b, e, d, f, b, d, k, r, d, b, r, q, a, j, l, f, c, d, s, i, k, d, e, f, p, j, h, i, u, h, b, m, d, c, p, l, f, h, t, o, o, c, p, g, g, l, p, l, a, j, h, f, i, f, p, c, s, a, a, b, d, t, f, i, q, b, o, a, p, g, m, h, f, n, g, t, m, i, g, t, r, c, e, n, m, g, i, r, i, r, s, f, t, n, o, h, a, q, q, o, n, j, l, c, s, l, f, r, b, h, u, a, b, a, o, e, p, t, d, s, m, n, l, f, e, g, a)
Regla(o, n, m, b, f, w, m, g, s, d, s, r, i, d, d, h, b, i, b, k, u, j, i, d, a, d, k, i, a, f, l, m, q, n, r, a, r, q, s, n, d, b, l, d, d, o, j, c, n, d, h, i, k, o, m, p, a, p, i, i, b, h, j, p, f, n, m, b, p, n, f, e, p, o, t, j, g, l, n, m, e, r, t, l, q, r, b, i, s, n, i, u, a, m, n, f, k, l, i, a, p, i, o, i, d, e, c, m, c, d, a, r, e, o, f, b, s, a, k, l, j, s, n, l, a, j, h, i, m, i, t, d, h, h, a, s, c, f, s, d, n, p, s, u, f, q, l, t, l, g, q, a, m, p, j, n, m, s, o, g, n, g, q, p, n, p, a, b, h, h, h, v, l, b, a, d, f, b, d, k, r, d, b, g, q, a, j, l, f, c, d, s, i, k, d, e, f, p, j, h, i, u, h, b, m, d, c, p, l, f, h, t, o, f, c, p, g, g, l, p, l, a, j, h, f, i, f, p, c, s, a, a, g, d, t, f, i, q, b, o, a, p, g, m, h, f, n, g, t, f, i, g, t, r, c, e, n, m, g, i, r, i, r, s, f, t, n, o, h, a, q, q, o, n, j, l, c, s, l, f, r, b, h, u, a, b, a, o, e, p, t, d, s, m, n, l, f, e, g, a)
Regla(o, n, m, b, f, w, m, g, s, d, s, r, i, d, d, h, b, i, b, k, h, j, f, d, a, d, k, i, a, a, l, m, q, n, r, a, r, q, s, n, p, b, l, d, d, o, k, c, n, d, a, i, k, o, m, p, a, p, i, i, b, h, j, p, f, n, m, q, p, n, f, e, p, o, t, j, g, l, n, m, e, r, t, l, q, r, b, i, s, n, i, u, i, m, n, k, k, l, i, a, p, i, o, i, d, e, c, m, c, d, a, r, e, o, f, b, s, a, k, l, u, s, n, l, a, n, h, i, m, i, t, d, h, h, a, s, c, f, s, d, n, p, s, u, f, q, l, t, l, g, h, a, m, p, j, n, m, s, o, g, n, g, q, p, n, p, a, b, h, h, h, v, l, b, a, d, f, b, d, k, r, d, b, g, q, a, j, l, f, c, d, s, i, k, d, e, f, p, j, f, f, u, h, b, m, d, c, p, l, f, h, t, o, f, c, p, g, g, l, p, i, a, j, h, f, i, f, p, c, s, a, a, g, l, t, f, i, q, b, o, a, p, g, m, h, f, n, g, t, f, i, g, t, r, c, e, n, m, g, i, r, i, r, s, f, t, n, o, h, a, q, q, o, a, j, l, c, s, c, f, r, b, h, u, a, b, a, o, e, p, t, d, s, m, n, l, f, e, g, a)
Regla(o, n, m, b, p, w, m, g, s, d, s, r, i, d, d, h, q, i, b, k, h, j, f, d, a, d, o, i, a, a, l, m, q, b, r, a, r, q, s, n, p, b, l, d, d, o, k, c, n, d, a, i, k, l, m, p, a, p, i, i, b, h, j, p, f, n, m, q, p, n, f, e, p, o, t, j, g, r, l, m, e, r, t, l, q, r, b, i, s, n, i, u, i, m, n, k, k, l, i, a, p, i, o, i, d, e, c, m, c, d, a, r, e, o, f, b, s, a, k, l, u, s, n, l, a, n, h, i, m, i, t, d, h, h, a, n, c, f, s, d, n, p, s, u, f, q, l, t, l, g, h, a, m, p, j, n, m, s, o, g, n, g, q, c, n, p, a, b, h, h, h, v, l, b, a, d, f, b, d, k, r, d, b, g, q, a, j, u, f, c, d, s, i, k, d, e, f, p, j, f, f, u, h, b, m, d, c, p, l, f, h, t, o, f, c, p, g, g, l, p, i, a, q, h, f, i, f, p, c, s, a, a, m, l, t, f, i, q, b, o, a, p, g, m, h, f, n, g, t, f, i, g, t, r, c, e, n, m, g, i, r, i, r, s, f, t, n, o, h, a, q, q, o, a, j, l, c, s, c, f, r, b, h, u, a, b, l, o, e, p, t, d, s, m, n, l, f, e, g, a)
Regla(o, n, m, b, p, w, m, g, s, d, s, r, i, d, d, h, q, i, b, k, h, j, f, d, a, d, o, i, a, a, l, m, q, b, r, a, r, q, s, n, p, b, l, d, d, o, k, c, n, d, a, i, k, l, m, p, a, p, i, i, b, h, j, p, f, n, m, q, p, n, f, e, p, o, t, j, g, r, l, m, e, r, t, l, q, r, b, i, s, n, i, u, i, m, n, k, k, l, i, g, p, i, o, i, d, e, c, m, c, d, a, r, e, o, f, b, s, a, k, l, u, s, n, l, a, n, h, i, m, i, t, d, h, h, a, n, c, f, s, d, n, p, s, u, f, q, l, t, l, g, h, a, m, p, j, n, m, s, o, g, l, g, q, c, n, p, a, b, h, h, h, v, l, o, a, d, f, b, i, k, r, d, b, g, q, a, j, u, f, c, d, s, e, k, d, e, f, p, b, f, f, u, h, b, m, e, c, p, l, f, h, t, o, f, c, p, g, g, l, p, i, a, q, h, f, i, f, p, c, s, a, a, m, l, t, f, i, q, b, o, a, p, g, m, h, f, n, g, t, f, i, g, t, r, c, e, n, m, g, i, r, i, r, s, f, t, n, o, h, a, q, q, o, a, j, l, c, s, c, f, r, b, c, u, g, b, l, o, e, p, t, d, s, m, n, l, f, e, g, a)
Regla(o, n, m, b, p, w, m, g, s, d, s, r, i, d, d, h, q, i, b, k, h, g, f, d, a, d, o, i, a, a, l, m, q, b, r, a, r, q, s, n, p, b, l, d, d, o, k, c, n, d, a, i, k, l, m, p, a, p, i, i, b, h, o, p, f, n, m, q, p, n, f, e, p, o, t, j, g, r, l, m, e, r, t, l, q, r, b, i, s, m, i, u, i, m, n, k, k, l, i, g, p, i, d, i, d, e, c, m, c, d, a, r, e, o, f, b, s, a, k, l, u, s, n, l, a, n, h, i, m, i, t, d, h, h, a, n, c, f, s, d, n, p, s, u, f, q, l, t, l, g, h, a, m, p, j, n, m, s, q, g, l, g, q, c, n, p, a, b, h, j, h, e, l, o, a, d, f, b, i, k, r, d, b, g, q, a, j, u, f, c, d, s, e, k, d, e, f, p, b, f, f, u, h, b, m, e, c, p, l, f, h, t, o, f, c, p, g, g, l, p, i, a, q, h, i, e, f, p, c, s, a, a, m, l, t, f, i, q, b, o, a, p, g, m, h, f, n, g, t, f, i, g, t, r, c, e, n, l, g, i, r, i, r, s, f, t, n, o, h, a, k, q, o, a, j, l, c, s, c, f, r, b, c, u, g, b, l, o, e, p, t, d, s, m, n, d, f, e, g, a)
Regla(o, n, m, b, p, w, m, g, s, d, s, r, i, d, d, h, q, i, b, k, h, g, f, d, a, d, o, i, a, a, l, m, q, b, r, a, r, q, s, n, p, b, l, d, d, o, k, c, n, k, a, i, k, l, m, p, n, p, i, i, b, h, o, p, f, n, m, q, f, n, f, e, p, o, t, j, g, r, l, m, e, k, t, l, q, r, b, i, s, m, i, u, i, m, n, k, k, l, i, g, p, i, d, i, d, e, c, m, c, d, a, r, q, o, f, b, s, a, k, l, u, s, n, l, a, n, h, i, m, i, t, d, h, h, a, n, c, f, s, d, n, p, s, u, f, q, l, t, l, g, h, a, m, p, j, n, m, s, q, g, l, g, q, l, n, p, a, b, h, j, h, e, l, o, a, d, f, c, i, k, r, d, b, g, q, a, j, u, f, c, d, s, e, k, d, e, f, p, b, f, f, u, h, b, m, e, c, p, l, f, h, t, o, f, c, p, g, g, l, p, j, a, q, h, i, e, u, p, c, s, a, a, m, l, t, f, i, q, i, n, a, p, g, m, h, f, n, g, f, f, i, g, t, r, c, e, n, l, c, i, r, i, r, s, f, t, n, o, h, a, k, q, o, a, j, l, c, s, c, f, r, b, c, u, g, b, l, o, e, p, t, d, s, m, n, d, f, e, g, a)
